image,segment,f000,f001,f002,f003,f004,f005,f006,f007,f008,f009,f010,f011,f012,f013,f014,f015,f016,f017,f018,f019,f020,f021,f022,f023,f024,f025,f026,f027,f028,f029,f030,f031,f032,f033,f034,f035,f036,f037,f038,f039,f040,f041,f042,f043,f044,f045,f046,f047,f048,f049,f050,f051,f052,f053,f054,f055,f056,f057,f058,f059,f060,f061,f062,f063,f064,f065,f066,f067,f068,f069,f070,f071,f072,f073,f074,f075,f076,f077,f078,f079,f080,f081,f082,f083,f084,f085,f086,f087,f088,f089,f090,f091,f092,f093,f094,f095,f096,f097,f098,f099,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,f152,f153,f154,f155,f156,f157,f158,f159,f160,f161,f162,f163,f164,f165,f166,f167,f168,f169,f170,f171,f172,f173,f174,f175,f176,f177,f178,f179,f180,f181,f182,f183,f184,f185,f186,f187,f188,f189,f190,f191,f192,f193,f194,f195,f196,f197,f198,f199,f200,f201,f202,f203,f204,f205,f206,f207,f208,f209,f210,f211,f212,f213,f214,f215,f216,f217,f218,f219,f220,f221,f222,f223,f224,f225,f226,f227,f228,f229,f230,f231,f232,f233,f234,f235,f236,f237,f238,f239,f240,f241,f242,f243,f244,f245,f246,f247,f248,f249,f250,f251,f252,f253,f254,f255,f256,f257,f258,f259,f260,f261,f262,f263,f264,f265,f266,f267,f268,f269,f270,f271,f272,f273,f274,f275,f276,f277,f278,f279,f280,f281,f282,f283,f284,f285,f286,f287,f288,f289,f290,f291,f292,f293,f294,f295,f296,f297,f298,f299,f300,f301,f302,f303,f304,f305,f306,f307,f308,f309,f310,f311,f312,f313,f314,f315,f316,f317,f318,f319,f320,f321,f322,f323,f324,f325,f326,f327,f328,f329,f330,f331,f332,f333,f334,f335,f336,f337,f338,f339,f340,f341,f342,f343,f344,f345,f346,f347,f348,f349,f350,f351,f352,f353,f354,f355,f356,f357,f358,f359,f360,f361,f362,f363,f364,f365,f366,f367,f368,f369,f370,f371,f372,f373,f374,f375,f376,f377,f378,f379,f380,f381,f382,f383
segment_01\establishing.jpg,segment_01,1.906165,0.859158,-0.335317,0.403256,0.898106,2.097968,3.906598,-2.229639,1.875694,0.830909,4.300978,1.139664,-3.185594,2.137598,1.585222,-2.961700,3.714713,1.175036,2.070349,2.722085,2.309924,-0.462758,-2.027957,0.517856,-1.435371,-3.037914,-5.407260,2.364697,1.811726,2.869702,1.996746,1.767810,2.098235,0.297832,0.896635,0.974544,-2.814071,0.438440,-1.427899,-3.184490,1.075753,1.485632,-0.060644,-0.633640,-1.515507,2.554431,-2.029293,-6.742669,-0.224915,-0.561932,-3.258598,3.346105,-1.322403,-1.735590,-4.889031,-2.050080,-1.608931,1.104730,-2.384198,-3.053648,-1.255867,-7.848312,-2.067479,-0.029423,2.487643,3.456320,2.591698,-0.598382,3.760077,2.214190,-2.133226,-0.623071,-0.687032,1.442419,0.114668,-4.402517,-2.083285,-4.135686,-1.207644,-2.125715,1.173528,-1.918693,-0.132162,-0.897605,-3.878770,-0.014949,-2.411893,-0.951347,-1.649866,2.314400,-2.216669,1.514723,-2.962873,-3.668830,-0.437409,2.304258,-0.328436,3.369608,3.911371,0.179229,1.071843,3.879728,0.119050,-3.054542,5.198069,-1.701800,1.131969,-0.564215,2.862796,-0.435157,0.223236,2.148428,0.079371,-3.389266,-5.276414,0.214076,1.451477,0.505850,-2.385706,-0.382966,-0.990428,4.887794,-0.860760,1.845399,-0.405103,0.415338,-1.543424,-1.080541,-0.288271,-3.850911,2.016911,2.735054,0.182659,2.951965,1.595249,-1.890165,-0.478016,-0.068275,-1.090326,1.932492,-0.008723,-0.101065,-1.985302,-3.464341,-0.836649,2.976437,-4.976940,0.095990,-1.637998,-0.875387,1.712321,-0.756251,-0.832829,-1.635440,-6.791326,1.641639,-0.040840,-0.494871,-0.376702,-0.703762,-0.510960,-1.609297,2.804395,-1.270693,-2.907930,-1.753759,-0.232169,0.150343,1.315893,1.021165,0.717737,-2.237096,0.706958,-0.628577,-2.620462,-2.584327,-0.379687,3.012669,-0.584490,0.883492,0.346969,4.416067,2.242169,0.713953,-0.957507,-2.107536,-1.524994,1.787730,-4.055055,-2.262411,1.375131,0.949120,-2.987609,0.651386,0.927675,-0.644662,-1.378286,0.093899,1.250394,-3.339957,-0.440136,0.166430,1.190519,-0.638721,-0.497046,3.176794,-2.471150,2.062773,-2.466902,-0.127853,-3.558973,-2.842815,1.056976,1.111077,4.342452,1.641034,-1.196087,-3.538194,1.135818,-3.652722,-2.873429,1.627280,-1.580238,0.444997,2.830520,2.671750,-0.190047,-0.165240,6.712388,-1.578705,-4.528278,-1.167725,-0.181773,-3.165690,0.779611,-2.321451,1.178913,4.541550,4.456134,2.678402,-0.757224,1.977659,-4.068200,0.912438,-1.395472,0.100211,-1.271000,-0.165842,1.471056,-0.573370,-5.419993,0.098090,1.362137,1.127606,1.818715,-0.314471,0.753292,6.655588,-0.742282,2.708316,0.211868,2.691633,-0.249710,-0.178471,0.458675,0.941211,0.516047,-3.320840,-3.891960,0.239803,1.800216,-6.264755,-3.656946,-0.634016,2.940615,-1.243171,0.498704,1.274385,0.351243,1.355165,-0.016343,0.396158,-2.623401,2.427993,2.564122,6.789634,-1.613166,-3.493166,-3.594171,-0.147475,5.503939,0.410756,-1.536834,-0.606625,-0.671336,0.005245,1.054950,1.735173,-0.693674,1.622319,-4.495616,-3.077411,-2.390515,3.117134,5.279113,1.109812,0.178990,-2.532407,2.073111,2.910788,-1.940806,0.258786,-3.309086,1.814286,2.355454,2.213076,-1.015617,-4.091547,2.770761,-1.454625,-1.011453,4.745056,-2.240837,1.842742,-0.503742,3.600353,-0.475647,-4.011492,3.596250,2.884176,4.146412,3.221876,2.910700,-5.364758,2.425854,0.414243,-3.215989,-1.597622,1.469330,4.531058,-0.670115,1.327333,-2.497158,-1.998323,-2.464549,2.642199,-0.133157,-2.066967,2.358910,-0.795714,4.217424,-2.033175,0.995978,0.218773,3.646448,2.648840,-0.701069,2.051172,0.748725,-1.768168,1.863903,3.588678,2.653943,2.168543,0.674634,2.517708,2.646960,0.437777,-0.787559,0.805109,-2.591687,2.622847,-2.131821,3.075883,-1.389989,-1.605373,4.171961,-0.882961,-1.701512,-1.820280,1.782972,-0.000499,3.188616,3.522651
segment_01\facade_01.jpg,segment_01,1.113634,0.313064,2.368673,-1.064794,-0.667979,1.655524,4.174385,-2.354992,0.532018,2.157836,1.726441,4.189206,-2.182265,-0.975738,5.857572,-1.432550,3.096765,1.864535,2.202642,2.929494,1.421862,3.508736,-3.878327,0.336999,-0.408696,-3.992323,0.095501,-1.502432,1.548176,-0.293322,3.576827,-0.034713,3.024828,-0.232753,0.359837,2.351828,-3.516213,1.566457,0.958269,-2.422920,0.258731,2.509538,0.705324,1.794282,-2.886267,1.918671,-2.420207,-5.191272,1.936554,-0.295794,-0.702573,2.762905,-3.038013,-1.691205,-3.174105,-2.838894,-1.823728,-0.137301,-3.842693,-2.417010,1.102239,-3.641441,-2.195131,2.418724,2.180652,1.976730,1.358356,0.646068,3.056962,1.367070,-3.821200,-1.376626,-0.233396,0.170242,0.897889,-2.461442,-1.906860,-2.850134,1.035194,-3.569769,2.070930,-0.509883,0.273830,-2.332310,-4.047974,-0.857241,-5.570164,-1.227888,0.925517,-1.852130,-2.896940,1.422859,-2.401430,-5.276415,-0.888044,1.425418,-3.407729,0.889811,4.444239,2.028177,3.228443,5.245390,-0.628189,-1.989137,5.643506,-2.372900,1.103251,-0.285367,5.380236,-0.331334,2.034579,2.238926,1.286222,-5.766731,-1.985031,0.608593,0.469404,-0.546379,-3.499725,-2.104967,0.120468,5.052152,-2.181216,0.264395,2.032198,0.387139,-1.114487,-0.072426,-1.282628,-1.723022,2.790200,-0.082689,1.469500,1.114176,0.621459,0.725917,1.038000,-1.746005,0.309661,-0.366201,0.676988,0.428298,1.070516,-1.255943,-0.433662,1.370773,-3.131133,-0.858887,-3.451941,0.375067,3.530821,0.320856,-1.296412,-0.299508,-4.415295,0.208901,-1.969383,0.333833,-0.697544,0.640205,-1.238193,-0.231482,2.169499,-3.063610,-1.909542,-3.159013,0.289016,-1.121940,1.415809,0.863350,0.252229,-0.152326,-1.021540,1.034126,-3.704644,-2.694283,-1.013816,0.947258,-2.043350,0.290738,2.879423,1.834417,3.049375,-1.195845,-0.076671,-3.734075,-0.703060,1.449764,-4.564145,-1.214895,2.742732,0.851564,-2.827748,2.145419,-1.017925,-0.480603,-1.185062,-0.175114,-1.887736,-0.789612,0.307392,2.689777,0.440816,1.213341,-0.399974,0.865093,-1.798743,-1.864580,-3.225070,0.641039,-5.664843,-1.608566,-0.378263,-0.206923,3.563274,0.878840,-3.122850,-5.898482,-1.955124,-2.893108,-2.084908,2.441496,-2.878031,-1.028660,-1.273458,0.232956,1.021703,2.249905,3.286086,-1.169390,-4.020283,-1.908637,0.092080,-1.351810,2.810456,-3.688289,-1.968436,2.684230,3.211490,-0.129170,0.202971,0.570457,-3.417591,0.877370,-2.948836,1.372897,1.129375,0.039091,-0.298588,2.433115,-1.419759,-1.769266,0.597536,3.047399,2.682040,-1.065281,1.858015,2.917695,-1.877372,1.687043,0.986815,1.232360,-0.733055,-0.616496,2.761202,2.143882,0.741071,-1.814316,-3.341353,2.016447,1.990294,-4.880306,-1.315976,-2.855802,2.571261,-3.271090,0.150203,3.893523,0.380142,2.356563,-1.122720,-1.185129,-1.702512,3.705308,2.425089,4.182510,-1.926483,-3.264777,-2.027629,-1.101056,5.516153,0.047142,-2.541137,0.542709,-2.160174,0.299852,0.439846,2.669936,3.903592,4.397536,-1.482062,-1.227124,0.200640,0.306198,5.472621,2.287508,0.085348,-3.069068,0.034405,3.056240,-0.298407,1.502961,-2.924652,2.682959,2.452121,1.966637,-0.813171,-1.268839,2.291888,0.604129,-1.727650,3.863471,-1.672841,0.681507,0.250798,1.439906,-2.233069,-2.769621,3.451929,1.725031,4.937711,0.083540,4.586328,-1.918400,2.411978,1.793464,-1.200158,-0.601833,0.809711,1.398496,-0.188182,3.444923,1.502428,-1.995106,-2.712907,2.543455,-0.397605,-1.768708,1.023690,-0.504477,6.022178,-1.358965,1.681045,1.084191,5.233513,0.573037,0.895355,4.372164,0.593932,-3.011535,1.612546,4.131002,-0.216058,1.588581,0.310890,1.557925,-0.576458,-2.461675,-2.113624,2.290753,-1.988506,0.101118,-3.370805,3.095637,-4.957327,-2.070019,1.664813,-2.409073,-3.948207,-2.048498,1.560940,3.014004,1.537315,3.036268
segment_01\facade_02.jpg,segment_01,0.552771,0.501482,-0.824490,-1.635252,1.052576,2.961087,5.326021,-4.565237,-1.455716,1.257508,3.045368,1.743872,-2.742375,-1.240325,2.491462,-3.286237,3.697481,1.291930,2.354342,1.284211,1.960503,0.306359,-1.662356,1.148083,-0.519786,-2.409087,-0.676624,0.406965,0.406941,0.583507,1.606892,2.355124,2.405844,-1.914092,0.878659,1.717088,-4.983165,0.860435,-1.786841,-3.725805,1.541631,2.255163,-0.147237,3.067155,-3.246141,0.422540,-2.634141,-6.691060,1.809747,1.135879,-0.715588,5.126395,-3.263413,-1.607235,-4.434413,-3.341101,-3.023795,-0.487601,-1.248301,-1.601725,-1.043279,-3.894464,-3.937759,2.258015,0.800756,-1.482671,0.912003,-0.757212,4.685717,2.362659,-3.271900,1.242985,0.722782,0.894810,1.227355,-3.791349,-2.907782,-1.891681,1.825452,-2.175167,-0.177148,-1.103231,-0.028160,-2.195196,-2.875504,-1.620265,-3.715157,-0.859304,-1.034888,-0.609162,-2.549378,2.669953,-0.180033,-4.337787,-2.178338,1.135700,-3.814161,2.849258,2.956839,3.958835,-0.071048,5.342934,0.665981,-2.840040,6.564002,-1.217399,0.867299,1.768265,1.141905,1.138846,0.898795,2.219480,2.245602,-5.697254,-2.896393,0.094561,1.621087,0.276049,-2.532813,-1.280499,-0.394819,5.363120,-4.298058,2.515446,1.585929,1.191125,1.651300,-0.657954,-2.117174,-3.082140,3.697620,-2.346933,0.574443,2.657497,-0.069424,1.297966,-0.184138,-3.415356,-0.866825,0.153417,-0.888009,1.085059,0.168266,-0.108853,-1.209117,1.513304,-3.907696,-0.759338,-1.246258,-1.349617,3.749008,0.230496,-0.903411,0.892509,-2.648124,0.995081,-2.170512,-1.115700,-1.401850,0.035493,0.209377,0.330871,3.453201,-1.253933,-1.678823,-5.434319,0.375082,-2.539222,0.553486,0.743802,-2.559891,-1.387720,-1.083552,-0.438956,-3.929115,-2.674789,-0.276849,2.275245,-0.001543,1.804712,0.600780,1.921946,2.524396,0.802897,-0.720068,-4.032855,-1.751498,1.167080,-5.151104,-0.095731,3.107045,0.126264,-1.905613,0.648382,-1.208632,-1.142220,-0.518498,1.111101,-3.043115,-1.205073,-0.405912,0.498547,3.329933,-1.694396,1.548004,-0.793040,-3.361214,0.119031,-4.463085,1.187134,-5.028055,-0.935152,0.992064,1.998684,4.031856,1.097592,-3.791851,-5.865554,-1.144014,-2.524624,-2.315644,3.347724,-0.093615,2.407759,-1.382409,2.044928,-0.302106,1.084304,3.640812,1.893603,-6.868951,-0.001249,0.057937,-0.716216,1.235749,-1.695939,3.404751,2.035519,3.990711,1.481801,0.398633,0.597738,-4.377804,0.761978,1.036713,-0.682311,0.196223,-0.747404,-1.127711,1.422179,-0.996947,-2.692310,0.440729,3.739959,0.917648,0.750527,0.484637,2.628233,-3.123100,2.671589,-1.025207,1.330604,-2.197824,-0.527231,2.954018,-3.685032,1.572813,1.408452,-2.399991,2.241818,2.435544,-5.057240,-0.584863,-2.319181,0.738077,-0.260752,0.977254,0.656949,0.800814,1.191116,0.161366,-1.195076,-1.535636,1.708274,3.424186,3.510929,-2.726033,-1.183978,-2.840154,0.214132,8.252465,0.009238,-3.461246,-0.781469,-0.469226,0.225737,3.771774,3.014302,2.077135,0.400125,-1.520289,-0.160467,-1.487615,0.263149,4.073627,5.133059,0.024186,-2.458599,0.050483,3.981713,3.594887,2.466598,-5.650554,2.795671,0.581348,-0.739152,-3.008000,-0.659927,2.625351,-0.783102,-2.524724,2.725983,-2.347543,1.627044,-0.795246,2.126194,-3.446239,-3.458021,3.096607,2.322589,3.361935,1.225304,2.289537,-1.676408,1.831782,1.121829,0.558387,-1.798721,0.994320,2.088763,0.750577,3.781558,0.266267,0.620039,-1.932865,1.721864,1.889624,-2.299536,2.810328,2.070331,4.866430,1.965908,3.283639,1.510395,6.129912,3.261969,2.530146,4.944779,-0.361764,-0.785685,3.000923,5.309192,-0.118868,3.769802,1.037677,-0.663108,-0.700251,-0.773884,-0.020944,-1.010954,-2.826706,0.990743,-2.561231,3.498164,-4.480656,-1.420055,0.518456,0.853184,-5.491997,-1.803973,1.796785,-1.021103,2.046446,2.515551
segment_01\facade_03.jpg,segment_01,-0.403523,0.082425,0.470894,-1.078517,-0.235784,2.428572,4.720457,-3.119509,2.533095,2.114118,3.535348,4.129308,-4.802783,-0.839085,3.746470,-2.540171,3.674068,1.620591,1.617300,2.399566,0.935948,2.611046,-2.585920,-0.123851,-1.311607,-2.480143,-0.048461,0.726391,1.642227,0.695909,4.134100,1.736891,3.569569,0.753857,0.825923,2.643714,-4.081524,1.311487,0.453598,-0.991042,0.078734,2.223496,1.161685,0.171562,-2.706604,2.782687,-0.338334,-7.872331,3.908087,0.305029,-1.769903,3.314275,-1.176664,-3.881892,-4.643368,-2.338868,-3.115919,0.116885,-2.602362,-1.943084,0.753725,-5.014959,-0.273683,2.566213,1.667745,0.452445,0.310323,-0.334078,3.756683,2.092280,-3.900870,-0.189786,-0.521383,1.111593,1.869308,-4.092978,-1.779549,-5.100163,-0.325779,-3.222680,1.392605,-1.609805,-1.194929,0.600696,-2.769693,-0.390506,-3.491623,-0.956026,0.510202,-1.902245,-1.093057,2.639466,-1.339914,-5.146576,-0.253301,1.828740,-1.878069,1.174891,3.473889,1.243992,2.946163,3.447280,-0.584308,-1.537895,5.573353,-1.466550,-0.148369,-0.416821,3.301492,0.672105,0.707532,3.473927,3.202616,-6.026864,-3.970298,-1.161434,0.061390,-2.828373,-3.859057,-0.889146,0.041391,4.558407,-4.589150,1.506419,1.440241,0.155144,1.605090,-0.626929,-0.979321,-2.755936,2.948965,-1.457605,1.772545,0.774095,1.100817,0.203552,-0.279250,-2.457687,-0.479026,2.279908,-0.968035,-0.518942,-2.136480,-0.511169,-2.311454,1.069608,-2.804908,-0.341884,-2.692982,0.161877,1.785278,-1.542822,-0.577606,1.690627,-4.393265,0.816208,-3.164866,0.446557,-0.495788,-1.375742,-1.418946,-0.714773,3.657148,-1.819812,-0.568849,-0.026323,0.905924,-2.156947,3.140152,-0.393845,-0.729140,0.522145,-1.644175,0.561121,-3.128210,-2.058107,-0.010791,1.355075,-0.215140,0.211475,1.053597,2.147979,1.284189,0.470826,-0.653801,-3.575202,0.261363,2.076826,-3.908351,-2.643682,2.096236,-0.189148,-3.797304,1.445218,-0.720170,-0.772504,-2.078125,1.570990,-1.842994,-1.081134,0.798670,2.109344,1.753395,-0.415824,0.249577,2.746427,-1.282618,0.106111,-5.273650,0.178984,-4.774152,-1.334865,-1.059996,1.996531,2.123895,1.197370,-0.958361,-5.673060,-1.623632,-2.992353,-2.692135,1.698695,-0.103024,0.380042,-2.308465,2.301636,1.094309,1.831656,5.134176,-0.605373,-5.164386,-0.866891,1.806544,-0.294237,3.193400,-3.616237,-0.092205,2.355136,1.922273,1.737167,-0.260553,-0.003676,-3.486378,1.117568,-1.229306,1.330757,0.178284,-0.676799,-0.469809,1.327701,-2.016899,-0.809611,1.236006,2.843452,1.528528,-2.075514,0.280896,2.491447,-0.583044,0.308143,1.058116,2.085771,-2.350178,1.155774,2.562284,1.211750,2.434704,-2.097090,-3.956254,0.837669,0.571897,-6.522178,-1.453094,-1.006748,0.220876,-2.851307,-0.835233,1.148065,1.493249,0.829561,0.723834,0.687804,0.980656,3.206207,4.456597,4.185513,-1.515188,-1.188753,-2.165005,1.371320,6.221030,-0.196242,-4.454990,0.819122,-1.933791,1.220664,0.478667,3.815583,1.574436,5.500312,-4.298244,-1.615287,-0.499010,2.300546,3.063358,3.774462,-0.030271,-4.159479,1.957765,3.056339,2.307334,-0.064537,-4.201062,2.310710,2.502084,3.180494,0.609016,-1.535491,2.398485,-1.253042,-4.536261,2.933302,-0.184787,1.600247,-0.017941,1.178600,-4.150972,-3.907069,2.454723,-0.297188,3.802869,1.009306,2.807858,-2.951079,1.662858,1.466311,-2.339317,0.265132,0.279761,2.668386,0.079571,3.483482,0.865031,0.135591,-0.567903,2.971297,0.745755,-1.838024,1.097515,-0.486563,5.285058,-0.085320,2.246707,1.345709,4.146499,-0.077458,1.024182,1.977325,-0.121375,-4.950263,1.930602,3.849673,-2.202021,1.871827,0.607131,1.440615,-0.944773,-2.470871,-2.424943,2.224889,-2.018342,0.474129,-2.712844,4.105845,-4.295696,-1.111437,0.647139,-0.346521,-4.990711,-2.088899,0.330584,1.362033,2.003119,1.510369
segment_02\establishing.jpg,segment_02,2.042797,0.842965,-1.897437,-2.515370,-2.939177,1.349623,-0.921444,-4.413049,1.874107,4.793802,-0.014008,3.296538,-0.012490,-0.222604,3.388876,-1.685471,3.832756,-1.506250,-0.284244,1.587355,0.745253,-0.538891,-0.827304,1.597055,-2.460121,-3.643950,-4.166420,2.001449,-0.442820,0.313381,1.712466,0.621046,3.577450,-3.711084,1.180044,4.374760,0.963308,1.554267,1.123937,2.043339,-0.150104,0.827481,-1.112431,2.647167,-1.075640,4.306347,2.069941,-2.310893,0.726071,-1.271014,0.016651,1.089884,4.375032,-0.950193,-2.756858,2.925643,-1.210860,0.767212,-2.629894,-0.323300,0.851296,-4.518903,1.705364,-1.146338,-4.051018,1.509520,-0.319702,-0.620668,1.265170,-0.228167,-8.424578,-0.367559,-0.492401,3.278240,0.624104,-3.375341,0.463022,-4.202429,0.008930,-2.289521,1.241416,0.193831,-0.387269,-2.885540,0.010367,0.029565,1.025999,0.016438,1.576119,3.650359,1.292812,-0.725445,0.392062,-5.951351,-2.111125,2.330003,1.410143,0.490527,-0.576774,2.593532,3.021100,1.590670,0.848151,-5.908031,0.394138,-1.475318,2.938762,-0.423289,0.558801,-1.340416,1.398100,-0.709761,-0.294283,-1.611440,-3.826265,-3.477048,-3.501614,-2.125345,-1.901847,0.051605,2.507248,3.417061,-0.696376,-1.866933,-0.313672,-0.917709,-2.106756,-2.192541,-1.807717,-1.469823,1.608228,-4.206120,0.836848,0.472358,1.146483,-0.773129,1.660250,-1.026629,-2.839402,1.466178,-3.044714,1.589359,0.621393,-0.459101,-0.008164,1.976657,-2.799264,0.233149,1.770612,-2.473152,-1.226783,0.382114,-4.715170,-0.658568,-1.513178,1.583104,0.710705,4.360015,0.444243,-2.811346,-2.497050,1.465632,-1.869171,-2.927608,2.673640,-1.066845,1.157547,-0.562115,0.739276,1.607184,1.434901,4.065649,-0.676297,-1.960854,-3.135055,0.672441,-0.849272,-0.405493,-3.116542,1.409897,2.316977,2.213277,-1.396797,4.083468,1.195222,-0.755153,2.041411,0.053549,-0.994042,-4.089796,2.647869,-2.203070,-2.163339,1.285263,1.461798,1.130121,4.965007,-1.743169,-0.269071,-1.613157,2.653768,-0.398880,-1.021323,1.148836,2.293602,1.081573,-1.469879,0.157984,-3.532488,-2.145672,0.265322,-2.260269,2.974298,-2.790292,2.446159,0.475693,4.825963,-3.498230,3.150561,1.556887,-3.096470,3.945425,1.482285,2.950711,-1.424913,1.514033,-1.228190,1.589643,-1.162727,-3.158554,2.191613,-2.433288,0.860172,-2.281316,2.798288,-2.620791,-2.016889,3.235015,3.827972,-2.008774,0.227739,-2.980629,-0.536148,-1.044066,-1.732145,0.726835,-3.057919,-1.188410,-3.566565,-1.261943,-2.144907,-2.960532,4.233554,1.836361,1.937023,-3.040935,-0.333927,5.167108,-6.619756,1.503362,-0.858923,-2.683975,-1.721614,0.297790,2.608919,-3.322518,1.593169,0.797030,-3.640684,-2.475554,-0.408549,-2.106312,0.020391,-0.065593,2.520797,1.061953,-1.473896,-2.168558,0.518947,2.552824,0.708373,3.216850,-0.345711,3.556609,-3.512508,5.872927,-0.843696,-3.743235,2.572851,0.658035,4.336829,-1.599776,2.498659,1.369149,-0.515629,3.128489,0.807150,3.628764,3.140777,5.754342,-1.738308,-1.439420,2.259390,-1.173505,6.612714,1.642586,-0.155368,1.447939,-1.211134,4.018979,3.578895,0.240825,0.059778,0.978114,0.948781,1.106938,-2.586265,-3.332672,-0.705764,-1.090281,-2.805369,2.427119,-3.820676,2.020101,1.061792,1.629705,-4.969533,-1.738269,2.506841,2.112491,3.517790,2.639387,4.336238,-0.994828,1.194813,1.183199,-4.739983,-2.572014,2.337012,4.473680,2.510494,-2.339709,2.985585,-4.802680,-0.010741,0.755343,-3.160264,-0.880783,3.821357,-1.203146,-0.788697,-1.206810,-0.469272,1.004717,3.783573,-0.025381,0.894146,-0.166718,-0.991019,-0.137756,-4.812758,-3.520619,0.316265,5.505033,0.122222,4.620520,1.508042,-0.347433,0.415894,-0.683878,-1.201839,-4.175922,-1.605312,3.188594,1.469286,-0.918112,-0.893278,-2.476234,-3.998058,0.477784,-0.923757,-2.253476,2.809714,4.486193
segment_02\facade_01.jpg,segment_02,3.022739,0.022054,-0.410445,-5.264852,-3.992661,0.899771,-0.059936,-3.917907,1.707228,1.479663,-0.690318,2.445104,-1.658312,0.433924,3.074053,-0.491936,5.415446,-2.792140,-0.698720,-0.423500,1.891220,1.426896,-0.272213,0.606004,-2.142087,-2.981508,-5.232940,0.301978,1.617354,1.471967,1.519254,2.489932,1.710262,-0.870994,3.626829,4.216629,0.753867,0.169999,1.401598,1.151334,-0.930145,1.519687,1.036643,0.045162,-0.389574,1.265681,-1.337763,-2.097389,4.584257,-3.004202,-1.864430,1.823443,3.310463,-0.288600,-0.909268,5.271375,-0.837626,1.754221,-2.875333,-0.842117,-0.407182,-5.841510,-0.157128,1.534671,-0.277496,-0.212861,-0.604309,2.778806,1.633847,-1.332946,-5.521737,-0.982884,-1.289554,0.831904,-0.030347,-4.181620,0.102300,-5.111064,-3.655994,-2.582664,3.647791,-0.812464,-0.442270,-0.557108,-1.075451,-0.092998,-2.906845,-1.199419,1.152893,2.313552,-0.830875,1.494359,1.012834,-1.764486,-2.772526,1.128946,1.716021,-0.967746,0.416164,3.237913,1.199814,3.176552,1.559943,-4.941363,1.636466,-1.297117,1.254192,-2.342766,4.948575,-0.647748,-0.220284,0.977850,2.448104,0.185817,-4.947419,0.288197,-2.809899,-2.721731,0.727996,-2.225789,0.965203,3.799678,-1.046688,-0.404256,0.916031,-0.752675,-2.019792,-4.312220,0.733931,-0.446603,1.195112,-0.073872,-0.556776,0.194675,0.126673,0.670523,3.844356,0.503884,-2.806443,1.042821,-2.917856,0.178691,-0.742068,-2.460941,-3.566782,2.520873,-0.886932,0.284985,1.240089,-0.016651,-0.072324,0.021348,-4.367650,1.270779,-6.697115,2.139808,-1.397052,2.991685,1.817441,-1.732224,-3.952866,1.336283,-1.372028,-2.071162,0.691937,-0.202436,4.677820,0.911947,-0.026360,0.885574,-3.290584,0.415263,-0.034287,-1.249316,-1.157293,0.973798,-0.080475,1.083819,-2.191489,-0.918183,2.133824,2.772336,1.155977,2.369835,1.670846,-4.528455,0.090861,1.826443,-2.447006,-4.186477,1.707250,0.170917,-3.176026,0.385928,1.194171,-0.723883,2.832074,0.499290,-1.180933,-1.282482,-1.239505,0.781601,-0.268727,1.196563,-0.371075,0.469324,0.200793,-0.289778,-2.961361,-2.777246,-1.810548,-2.022907,2.750253,-2.274620,1.583870,1.025266,4.741508,-3.486389,0.941802,-2.291613,-2.032479,3.294529,0.092464,1.637964,-2.863980,4.354084,0.712697,0.015824,-0.371685,-2.852948,-0.314890,-0.916815,1.813656,-1.250218,0.570750,-5.859152,-3.615771,1.809736,2.344839,0.617994,1.615714,-1.257599,-2.451617,1.643720,-2.721530,0.117139,-1.292602,-0.901442,2.636258,-1.929684,-0.180000,-2.380060,3.201104,3.710090,4.644732,-4.246111,1.798725,4.604166,-3.409350,4.004088,0.008449,-3.625508,-0.982946,2.329737,1.129395,-0.556761,0.349343,-3.036639,-4.346962,0.058670,1.330821,-2.365164,-2.139543,0.689407,0.759394,0.178443,0.792772,-1.559367,0.157046,1.540276,0.373801,4.937621,0.405952,3.005848,2.026422,4.147305,-0.871976,-5.614431,2.257824,0.106390,5.125505,2.074076,-0.483025,-0.815885,-1.252204,3.279552,0.109243,3.419190,-3.018888,2.113776,-2.191776,-0.974533,2.815964,-0.719488,3.427067,0.211531,-1.987478,1.707729,-1.466145,1.999054,5.331643,-1.535594,-0.284714,1.787856,1.901570,0.527639,-2.583180,-2.458881,0.652863,-0.538694,-3.880427,2.448102,-1.438146,0.642824,-1.877830,2.491930,-4.255131,-4.170870,2.772845,3.011811,3.830985,1.391177,4.922375,-2.643433,1.940132,1.074177,-4.796218,-1.553931,1.915885,3.926822,3.759540,0.363995,0.564263,-0.926399,-0.264600,1.947983,-0.978261,-2.286652,3.259173,-3.407237,0.867357,-1.416019,-1.907961,4.435441,0.620533,0.581069,-0.238545,0.784821,0.703086,1.836936,-3.942209,-0.807413,-0.790829,5.409162,2.160674,4.520889,-0.412382,-1.094277,0.737428,1.296747,-1.235203,-1.875368,-1.353512,6.526909,-0.348724,0.596386,-0.850559,-4.859605,-3.322352,0.395910,1.887312,-1.368188,4.966628,3.468124
